Kota,Otvorenost,Q,Q_turbine,Q_ukupno,H_carinski_t0,Kisa_mm,H_carinski_t1
75.6,5.0,421.0,120,541.0,44.41652477206746,68.30183184941609,45.81681543279846
75.6,5.1,427.0,240,667.0,41.66410649743174,64.35241603741892,43.31109949491475
75.6,5.2,434.0,120,554.0,46.37331050369642,1.5213095195355408,47.533562408441234
75.6,5.3,440.0,360,800.0,42.028122861927955,86.12334118867375,44.039282893349316
75.6,5.4,447.0,120,567.0,43.44900713620588,14.549144724782636,44.688453715105005
75.6,5.5,453.0,240,693.0,43.68464648888554,83.7330153933041,45.46332855045876
75.6,5.6,459.0,120,579.0,45.471845384677664,1.5562546258716003,46.68432040318115
75.6,5.7,466.0,240,706.0,41.545762778520555,64.59642624991614,43.274981816853554
75.6,5.8,472.0,240,712.0,43.357543535646926,43.48015337698278,45.01479748248819
75.6,5.9,479.0,120,599.0,44.456761936299124,20.076672905933513,45.784985294589525
75.7,5.0,424.0,120,544.0,42.18335591893231,10.756139177043412,43.359713808973815
75.7,5.1,430.0,0,430.0,44.4510734432134,44.01276965463264,45.52295785516527
75.7,5.2,437.0,360,797.0,46.08015660652309,12.330580532142477,47.78989559531833
75.7,5.3,443.0,240,683.0,46.48634972144971,48.64466116910475,48.1038450327928
75.7,5.4,450.0,0,450.0,41.17848092234872,62.52170586528523,42.36606774580986
75.7,5.5,456.0,120,576.0,42.295735255345726,82.73841936073582,43.82668893278867
75.7,5.6,462.0,360,822.0,42.70668913685434,67.86494371828667,44.69064891172748
75.7,5.7,469.0,0,469.0,43.195193552447314,6.519976670615046,44.19835679246311
75.7,5.8,475.0,240,715.0,42.33241436671622,30.74325325478372,43.94497071306869
75.7,5.9,482.0,0,482.0,42.119183970054216,28.79786079325004,43.23854207989389
75.8,5.0,426.0,240,666.0,46.25004613329625,91.50324234710843,48.00355910268469
75.8,5.1,433.0,120,553.0,46.051868815237846,86.77820443927635,47.55106496632828
75.8,5.2,439.0,360,799.0,41.25845875551715,37.01479183504169,43.071101256190644
75.8,5.3,446.0,360,806.0,42.863471618826665,7.115525588258109,44.571100387846364
75.8,5.4,452.0,360,812.0,43.228317045231236,89.41073178047334,45.2776266390198
75.8,5.5,459.0,120,579.0,42.31457994066269,88.81899529641872,43.876105921848364
75.8,5.6,466.0,240,706.0,44.458800933434965,85.47461320307251,46.271532719580584
75.8,5.7,472.0,120,592.0,44.52209410654333,84.50816377355017,46.093460094970865
75.8,5.8,479.0,360,839.0,45.67777325580728,48.02540010861547,47.61779152290841
75.8,5.9,485.0,120,605.0,45.074780976118696,17.743165224959824,46.4061703036852
75.9,5.0,429.0,120,549.0,43.984153298312755,47.74880504624277,45.318898518497726
75.9,5.1,436.0,120,556.0,44.59472723524431,49.45977706694649,45.950899676845424
75.9,5.2,442.0,240,682.0,42.5069382984866,48.993175324486074,44.123744333117884
75.9,5.3,449.0,0,449.0,44.26180904482047,53.877258611511614,45.41273474593318
75.9,5.4,455.0,0,455.0,43.690749901124555,25.76570229911551,44.74172937698768
75.9,5.5,462.0,120,582.0,41.73339457024004,36.624118113361504,43.09239104269348
75.9,5.6,469.0,0,469.0,42.33399352120634,43.41865919634695,43.484751491325056
75.9,5.7,475.0,0,475.0,42.604313978968726,13.112120951649986,43.64634579610866
75.9,5.8,482.0,120,602.0,46.08370261878907,45.53641345615005,47.52001493928034
75.9,5.9,488.0,120,608.0,42.26712651662239,81.0469617069593,43.857981030116896
74.0,6.0,433.0,360,793.0,42.59084146550818,82.80595427328763,44.57414861593466
74.0,6.1,440.0,0,440.0,43.03144771549188,41.15637719010303,44.11273989091895
74.0,6.2,448.0,240,688.0,44.65058506243963,51.88083120843535,46.291441720606706
74.0,6.3,455.0,120,575.0,41.65031115859677,3.3650332135056638,42.86168795811746
74.0,6.4,463.0,360,823.0,46.246698668715766,67.44325564685968,48.23105502463653
74.0,6.5,470.0,240,710.0,45.760641710521206,40.4605882946863,47.40165073036662
74.0,6.6,477.0,0,477.0,44.174688401549226,44.54776830833458,45.34662947478256
74.0,6.7,485.0,360,845.0,44.70720827083726,87.36727271797648,46.817094028375834
74.0,6.8,492.0,120,612.0,41.09163259184319,46.183443456060836,42.55136636566743
74.0,6.9,500.0,240,740.0,42.86419626441647,2.1192246227852762,44.414339829574274
74.1,6.0,436.0,120,556.0,45.376131268637934,22.74908908690624,46.62546095831889
74.1,6.1,444.0,0,444.0,41.426156355858126,47.5620614308259,42.54140460158143
74.1,6.2,451.0,240,691.0,42.55272608815896,42.43962927485357,44.16206793859171
74.1,6.3,459.0,0,459.0,44.21913255583871,86.03701372804807,45.5195306107509
74.1,6.4,466.0,0,466.0,42.41027165234418,54.21375093061667,43.597959989399975
74.1,6.5,474.0,360,834.0,46.136878857794855,68.9635741915121,48.1502331545609
74.1,6.6,481.0,120,601.0,41.720822469423595,46.93232970434701,43.160635121574316
74.1,6.7,489.0,240,729.0,45.38566896849278,43.965573405916494,47.08028126211644
74.1,6.8,496.0,0,496.0,43.793717805485244,44.62866684743513,45.00556580620832
74.1,6.9,504.0,0,504.0,45.12681926700976,41.092156969383886,46.34118789488729
74.2,6.0,439.0,240,679.0,42.70893430571296,53.85833858542034,44.338950993387975
74.2,6.1,447.0,0,447.0,43.82969281271621,25.044340175360368,44.86112017341765
74.2,6.2,454.0,360,814.0,45.71259442347747,89.10551938418209,47.76484983434753
74.2,6.3,462.0,360,822.0,43.56782954517708,33.30855480938729,45.413563764414626
74.2,6.4,469.0,360,829.0,42.97845924050648,14.752383417734682,44.76455210751075
74.2,6.5,477.0,360,837.0,43.94885462439005,9.655047859774513,45.73122481582915
74.2,6.6,485.0,0,485.0,44.945495141700015,1.342291512012761,45.96128097441473
74.2,6.7,492.0,240,732.0,43.43959840024176,42.28560785668615,45.133740831668504
74.2,6.8,500.0,240,740.0,46.1638233632825,18.761098854542468,47.780534425367335
74.2,6.9,507.0,240,747.0,42.622202032232885,2.1647902587247914,44.18711119326778
74.3,6.0,442.0,240,682.0,43.615049833930165,52.001954628952376,45.24389098577931
74.3,6.1,450.0,120,570.0,45.16310212637793,67.99785486507615,46.622593545838235
74.3,6.2,457.0,240,697.0,44.79016599772667,8.575105091110435,46.27654975142444
74.3,6.3,465.0,120,585.0,45.75002578829436,46.092077291965964,47.153144097462224
74.3,6.4,473.0,120,593.0,46.4824504937461,74.36286786007467,48.01531863185306
74.3,6.5,481.0,360,841.0,43.34772080837299,98.58068210084251,45.49412687010969
74.3,6.6,488.0,120,608.0,41.61132983880822,66.71903446425608,43.14487264333191
74.3,6.7,496.0,0,496.0,41.16728734444382,24.483955080952057,42.29855649810096
74.3,6.8,504.0,120,624.0,44.99782298376874,71.65536397789995,46.58444443968034
74.3,6.9,511.0,360,871.0,45.807075192197935,59.792942681983,47.8608302962592
74.4,6.0,446.0,120,566.0,42.2139192226943,21.179928858154774,43.47780560479359
74.4,6.1,454.0,0,454.0,41.87146420454448,85.11108258475547,43.15774186821684
74.4,6.2,461.0,0,461.0,41.3421280033913,42.740442722760086,42.47350644094901
74.4,6.3,469.0,0,469.0,45.524866069444634,96.19776547341259,46.88674046467162
74.4,6.4,477.0,360,837.0,42.71260066940921,72.2901007447778,44.745511072388325
74.4,6.5,485.0,360,845.0,43.20933291017877,64.45631546318221,45.22757483869817
74.4,6.6,492.0,240,732.0,43.76512605385287,72.83528374765619,45.58146718884349
74.4,6.7,500.0,360,860.0,45.61699278815253,47.80970188182215,47.599898262346485
74.4,6.8,508.0,0,508.0,44.57958271858817,50.5226477801674,45.84000664304217
74.4,6.9,515.0,0,515.0,44.38285546421796,85.12073854447439,45.796255085062526
74.5,6.0,449.0,360,809.0,41.96619654975751,68.09285366435029,43.92398463108158
74.5,6.1,457.0,120,577.0,43.82254440440406,89.72433251916418,45.383525067814055
74.5,6.2,465.0,360,825.0,44.9345955944826,89.08267535742685,47.00967629591231
74.5,6.3,472.0,360,832.0,46.3529348566677,97.64900340442492,48.47686420361874
74.5,6.4,480.0,0,480.0,42.10773470067344,70.02146588453341,43.38782056421157
74.5,6.5,488.0,240,728.0,41.05248844186975,50.2301717661742,42.77007579560111
74.5,6.6,496.0,0,496.0,41.414157884791585,16.631170020908236,42.51401589820855
74.5,6.7,504.0,240,744.0,43.06718855850089,70.53805596474173,44.89934078235985
74.5,6.8,511.0,0,511.0,45.51299556260293,29.15777167599307,46.69420998264024
74.5,6.9,519.0,360,879.0,41.03928144972535,28.294756803733122,42.98371047694028
74.6,6.0,452.0,0,452.0,43.512018260872125,23.82877764480681,44.549000038118024
74.6,6.1,460.0,0,460.0,42.81076838437767,87.51220573514502,44.11915054065158
74.6,6.2,468.0,0,468.0,41.288649405548504,86.79644466821583,42.61083518422137
74.6,6.3,476.0,360,836.0,43.4762995766994,63.09704448700582,45.470354421314084
74.6,6.4,484.0,360,844.0,42.401117890351955,47.29809813707359,44.34864361623358
74.6,6.5,492.0,360,852.0,42.935366588908536,67.21144600987991,44.979212372948055
74.6,6.6,499.0,360,859.0,44.880884176313614,60.72294502983907,46.913359289766305
74.6,6.7,507.0,240,747.0,43.86853041151032,41.57342483233874,45.59107411083968
74.6,6.8,515.0,240,755.0,41.68556085946047,37.963086748563434,43.41032987312139
74.6,6.9,523.0,120,643.0,46.287779972330014,38.27943081453502,47.780481028921486
74.7,6.0,455.0,360,815.0,44.49750921140356,58.913340315603826,46.43107923933264
74.7,6.1,463.0,240,703.0,45.21227634114393,64.76693561208259,46.93592741692559
74.7,6.2,471.0,0,471.0,41.43567232504604,45.1741753515442,42.59761902645222
74.7,6.3,479.0,360,839.0,41.25882108703011,96.8691450213043,43.394214333781996
74.7,6.4,487.0,120,607.0,41.106964277024446,8.384571800448104,42.40508589755957
74.7,6.5,495.0,120,615.0,42.03836715275394,34.704702595377704,43.45843596313545
74.7,6.6,502.0,120,622.0,43.279246187451726,41.9074683125441,44.74270939403524
74.7,6.7,510.0,0,510.0,46.14704373371553,1.6921343464943117,47.21631227110151
74.7,6.8,518.0,240,758.0,43.51382812596177,36.49571876682251,45.23897766769573
74.7,6.9,526.0,0,526.0,42.596403079548914,27.370991717284255,43.80172037975138
74.8,6.0,459.0,360,819.0,44.09064389435815,50.60362702274808,45.99930840244914
74.8,6.1,467.0,120,587.0,41.61564017974134,33.64105471832693,42.97312106528132
74.8,6.2,475.0,0,475.0,44.35228240052741,72.61821349464613,45.63233858783933
74.8,6.3,483.0,0,483.0,44.126375748817765,50.99324954076485,45.336598746980826
74.8,6.4,491.0,240,731.0,45.3559616837314,12.976223349626437,46.930783243796576
74.8,6.5,499.0,240,739.0,46.42678186389363,75.00613241443472,48.266389726884704
74.8,6.6,506.0,120,626.0,42.379804094438605,9.92288960826766,43.72366231953834
74.8,6.7,514.0,0,514.0,43.80311047942068,83.90491680793573,45.20956347998575
74.8,6.8,522.0,0,522.0,45.99875973475452,93.14221940862194,47.458828612389006
74.8,6.9,530.0,240,770.0,45.318544364325625,32.24452901848539,47.05168914706623
74.9,6.0,462.0,0,462.0,43.680734667054445,92.61426332629308,45.01369172035962
74.9,6.1,470.0,0,470.0,46.19954407288128,79.30081591225382,47.49591400319696
74.9,6.2,478.0,0,478.0,41.31480181434245,92.243561100377,42.67960939207729
74.9,6.3,486.0,240,726.0,46.12049240841921,66.62701369208477,47.89950046318755
74.9,6.4,494.0,120,614.0,41.27779065810544,23.564403942142185,42.651214940540676
74.9,6.5,502.0,360,862.0,44.010176092630765,89.45232369109726,46.163818720728486
74.9,6.6,510.0,120,630.0,45.89742521400597,18.42650761707437,47.283631244474265
74.9,6.7,518.0,360,878.0,42.444965189587165,21.30605510175355,44.359356076660845
74.9,6.8,526.0,0,526.0,43.597366744198375,27.106299014036374,44.80162527358785
74.9,6.9,534.0,120,654.0,42.78380883525332,30.424631148658467,44.26800735984795
75.0,6.0,465.0,360,825.0,46.236791543919935,51.447964213103056,48.16133340077235
75.0,6.1,473.0,240,713.0,45.530050771142,71.3457360434044,47.300850381982286
75.0,6.2,481.0,240,721.0,44.89950831229509,92.62081744006836,46.77207491538869
75.0,6.3,489.0,120,609.0,44.2319484263831,8.843758733550244,45.536073461317294
75.0,6.4,497.0,120,617.0,45.513254841282816,95.43693622282359,47.18041925284078
75.0,6.5,505.0,0,505.0,43.157468728379506,92.13229670968134,44.57808124855157
75.0,6.6,513.0,120,633.0,43.46153520308334,5.399929218103894,44.80188491995576
75.0,6.7,521.0,0,521.0,45.015009465944736,36.03211376915627,46.24455458768803
75.0,6.8,529.0,0,529.0,42.967651198115426,81.31433902993365,44.394991887568494
75.0,6.9,537.0,240,777.0,41.351455181266054,61.15765454794011,43.214835799457816
75.1,6.0,469.0,240,709.0,41.40884034887339,77.90939433817704,43.19756125955943
75.1,6.1,477.0,360,837.0,41.63449540718137,71.90333387898875,43.665858742697324
75.1,6.2,485.0,240,725.0,45.78324727839014,49.67701131271636,47.492371990307674
75.1,6.3,493.0,240,733.0,43.597245341659125,4.121804595169953,45.14081589337314
75.1,6.4,501.0,120,621.0,44.92085303139605,58.4268202064501,46.44831031222185
75.1,6.5,509.0,240,749.0,43.16100134582691,4.856665305929598,44.7408446737173
75.1,6.6,517.0,360,877.0,42.42291021078599,60.37267175351309,44.49148423113338
75.1,6.7,525.0,120,645.0,42.90955692159216,80.04108624936782,44.573471266589635
75.1,6.8,533.0,360,893.0,45.36800289924451,58.49917487019186,47.462416265391944
75.1,6.9,541.0,240,781.0,44.43868868767291,99.70218045616971,46.46458074283092
75.2,6.0,472.0,360,832.0,46.15701878976846,45.58665001804331,48.072698723173964
75.2,6.1,480.0,120,600.0,44.73837628217259,74.88274636039874,46.28790726761418
75.2,6.2,488.0,0,488.0,44.13599897465082,66.72132917419074,45.41955095801425
75.2,6.3,496.0,360,856.0,44.35607804942209,99.14316915580879,46.535984059378656
75.2,6.4,504.0,360,864.0,46.18304291707628,71.32190050771051,48.26833051910712
75.2,6.5,512.0,120,632.0,45.33510511426688,16.40307314593894,46.71738407351731
75.2,6.6,520.0,120,640.0,41.13222680551541,95.55177064172409,42.84776722141564
75.2,6.7,528.0,360,888.0,43.93776832874634,66.77772264457613,46.05487921932464
75.2,6.8,536.0,240,776.0,44.785861263506106,5.933823080638989,46.42626322249533
75.2,6.9,544.0,360,904.0,45.11784163141535,65.75683057846125,47.26420228706253
75.3,6.0,475.0,120,595.0,42.17228165622665,88.3119406674775,43.765112752229896
75.3,6.1,483.0,0,483.0,45.769475449482435,57.70418619900251,47.006542194278445
75.3,6.2,491.0,0,491.0,46.2571373094634,35.40196380320112,47.421661831342874
75.3,6.3,499.0,240,739.0,42.30193418214678,82.09096340706161,44.16988136910836
75.3,6.4,507.0,360,867.0,45.85438501634485,78.25120082058294,47.97363981962718
75.3,6.5,516.0,0,516.0,41.533383193838525,54.41821542313008,42.82605605553105
75.3,6.6,524.0,360,884.0,41.30638759863385,15.436176989590034,43.20979897325888
75.3,6.7,532.0,120,652.0,41.710730900565125,25.09864855231814,43.16945882810773
75.3,6.8,540.0,0,540.0,41.317575937068696,73.84839721861057,42.737969525943136
75.3,6.9,548.0,240,788.0,45.64756730435677,80.60821653949274,47.6116668371814
75.4,6.0,478.0,120,598.0,41.3247757945205,27.926527804098978,42.68231523907022
75.4,6.1,486.0,240,726.0,42.4941530525001,36.798507718678664,44.15384708337482
75.4,6.2,494.0,120,614.0,41.570659889447214,7.763188524979514,42.8808793102138
75.4,6.3,502.0,0,502.0,42.62482119972571,71.34619483664999,43.95603931240564
75.4,6.4,510.0,240,750.0,41.498077071805064,0.3577544600031346,43.062008089645076
75.4,6.5,519.0,240,759.0,44.67401787908658,4.654152121906807,46.2738844875742
75.4,6.6,527.0,120,647.0,41.733297489884166,0.4344067784089911,43.08295178366447
75.4,6.7,535.0,240,775.0,45.68515259211388,64.53195833376168,47.55786375878226
75.4,6.8,543.0,120,663.0,45.494550778996526,41.738712770054654,47.04275563007675
75.4,6.9,551.0,120,671.0,41.07513927008835,29.754676134333025,42.59207464129235
75.5,6.0,482.0,120,602.0,45.926494955333126,91.27010103571104,47.54574202614264
75.5,6.1,490.0,120,610.0,41.15919374208852,19.280279467660666,42.507148193292494
75.5,6.2,498.0,0,498.0,42.318051817266564,38.936801038140054,43.51129902141913
75.5,6.3,506.0,120,626.0,41.17814025776797,94.03118009277517,42.85843164480574
75.5,6.4,514.0,360,874.0,42.84713917871624,42.71065628370424,44.83881513718439
75.5,6.5,523.0,240,763.0,43.82626589142299,55.46936856470578,45.63772669901515
75.5,6.6,531.0,360,891.0,45.38154677958326,8.033686656948758,47.26993152621106
75.5,6.7,539.0,0,539.0,42.858898527584095,79.01663868934622,44.29788174900815
75.5,6.8,547.0,360,907.0,44.880195135702145,42.27587770882381,46.93888197987077
75.5,6.9,555.0,240,795.0,42.03127451415439,80.05151245984834,44.00773056399378
75.6,6.0,485.0,360,845.0,45.128291512092694,25.379764255599213,46.99022723578175
75.6,6.1,493.0,0,493.0,42.297981332500804,42.247875056141005,43.4940561660587
75.6,6.2,501.0,120,621.0,41.78949615769072,78.65489363650103,43.39786573223673
75.6,6.3,509.0,360,869.0,42.0197486770573,97.38777670436397,44.219716450541426
75.6,6.4,517.0,0,517.0,42.001347208850206,5.9625524387268865,43.102280751938444
75.6,6.5,526.0,0,526.0,43.82074583657345,81.24561774189043,45.241561640874345
75.6,6.6,534.0,240,774.0,45.646386696534805,30.068906762711023,47.379162323585646
75.6,6.7,542.0,240,782.0,41.437827923458784,55.07432808910722,43.28729190248188
75.6,6.8,550.0,360,910.0,44.888259751713825,29.009226495074792,46.90012999102746
75.6,6.9,558.0,120,678.0,44.59890552809072,61.34454725679902,46.25678371711791
75.7,6.0,488.0,0,488.0,45.79885973506149,35.38028306439755,46.957047533985744
75.7,6.1,496.0,360,856.0,42.34281158278799,33.36148909776815,44.25959087251239
75.7,6.2,504.0,0,504.0,43.475604222767664,3.7938312935935525,44.54077954794204
75.7,6.3,512.0,0,512.0,46.09205055943934,14.696040590381154,47.21750138846754
75.7,6.4,520.0,120,640.0,44.629963975744246,91.70781988654788,46.33012858862377
75.7,6.5,529.0,120,649.0,43.138226270738784,99.82774288732463,44.889620575621414
75.7,6.6,537.0,360,897.0,41.72276810570398,78.05205758696064,43.90372633605182
75.7,6.7,545.0,120,665.0,42.44366754345325,28.681262477348678,43.94380926002931
75.7,6.8,553.0,120,673.0,44.19668512619161,40.244513844359254,45.759746514902375
75.7,6.9,561.0,360,921.0,44.94992371158283,73.95034549060827,47.16447509354526
75.8,6.0,492.0,120,612.0,41.68432037768542,96.85135568831981,43.3467258004387
75.8,6.1,500.0,240,740.0,44.297784930242294,45.54711707293676,46.02164006520071
75.8,6.2,508.0,0,508.0,44.02693203361313,82.95224152883746,45.417074333061805
75.8,6.3,516.0,0,516.0,43.826754956798894,97.50689225987169,45.291782525838386
75.8,6.4,524.0,0,524.0,44.79567714725104,87.34731710560042,46.23673308234011
75.8,6.5,533.0,0,533.0,45.60597277295904,22.714974677132695,46.80724933833424
75.8,6.6,541.0,360,901.0,42.77644325747278,0.8031863875622935,44.65673933635636
75.8,6.7,549.0,0,549.0,45.88956704561028,49.208170538841514,47.23014972776564
75.8,6.8,557.0,0,557.0,41.883484869402025,53.136083169526685,43.2564458687468
75.8,6.9,565.0,0,565.0,41.95163128363141,20.125036455116962,43.20921476278521
75.9,6.0,495.0,0,495.0,42.46724634993158,28.467439194681766,43.612366106710304
75.9,6.1,503.0,240,743.0,41.65741978250893,76.51531608485469,43.51139771351502
75.9,6.2,511.0,0,511.0,42.26675573575583,47.03472587131338,43.519477972574414
75.9,6.3,519.0,240,759.0,41.58526469596565,31.735408360025662,43.29345632940575
75.9,6.4,527.0,360,887.0,45.519638293419646,62.262602736191944,47.616605371031085
75.9,6.5,536.0,120,656.0,41.76432945537643,65.27597559761253,43.39210002443355
75.9,6.6,544.0,0,544.0,45.110136566579214,76.93957768408022,46.551228210648866
75.9,6.7,552.0,120,672.0,41.26352627352333,15.670929576291915,42.7262099918285
75.9,6.8,560.0,120,680.0,46.21686180132653,74.15172523269902,47.93013536892399
75.9,6.9,568.0,360,928.0,44.911380481402716,59.94283921104186,47.08448517158021
74.0,7.0,507.0,120,627.0,41.037381017223616,5.7571865302797125,42.366659763344735
74.0,7.1,513.0,240,753.0,45.20121075110118,77.7445628253411,47.080939002402545
74.0,7.2,518.0,120,638.0,43.82745056421402,38.30802813331851,45.30984934341396
74.0,7.3,524.0,120,644.0,45.28650843684316,33.038093432963755,46.76032747724168
74.0,7.4,530.0,120,650.0,43.87373244889824,44.80751515816343,45.40712917619756
74.0,7.5,536.0,0,536.0,44.52563671699445,34.61750773061291,45.780773414583564
74.0,7.6,541.0,0,541.0,45.32482410467272,33.828559220990904,46.58722167489002
74.0,7.7,547.0,240,787.0,43.22809430023321,80.80776677006256,45.190908700646794
74.0,7.8,553.0,240,793.0,41.01489482401249,12.450525436569226,42.7167802590921
74.0,7.9,558.0,0,558.0,45.67470572769854,97.06000678574586,47.22544575484152
74.1,7.0,511.0,240,751.0,43.09489699443564,55.49316443743433,44.88145298551871
74.1,7.1,517.0,0,517.0,43.728234993091206,18.29239984213129,44.87848792579307
74.1,7.2,523.0,360,883.0,41.04271653184683,13.121548293168651,42.934786058352834
74.1,7.3,529.0,120,649.0,43.70650605692554,59.150953213498255,45.295193203112866
74.1,7.4,535.0,120,655.0,46.425680708644514,63.29994438469279,48.04346381951662
74.1,7.5,541.0,240,781.0,42.530472134503235,5.302577102981076,44.17876577624849
74.1,7.6,546.0,0,546.0,43.174800486333076,24.30019141287858,44.409501251984594
74.1,7.7,552.0,0,552.0,44.77954498057772,79.54619212214673,46.2477297490663
74.1,7.8,558.0,240,798.0,45.48136517138012,4.96246277435255,47.16371502247753
74.1,7.9,564.0,0,564.0,43.29565393203355,85.50886639060361,44.81268939759596
74.2,7.0,515.0,360,875.0,42.70317878720711,65.81624765263335,44.7893604444843
74.2,7.1,521.0,120,641.0,46.15804189991787,43.44232593632048,47.66722787032982
74.2,7.2,527.0,240,767.0,44.724297316694184,34.64328489709159,46.46078712294922
74.2,7.3,533.0,240,773.0,41.65461717471228,1.9248963848893963,43.2727334269185
74.2,7.4,539.0,0,539.0,41.379103329740566,82.5214945751843,42.83210597470797
74.2,7.5,545.0,240,785.0,43.65952417934703,14.272185396853809,45.35202958760111
74.2,7.6,551.0,360,911.0,42.21049536326,30.954199186208808,44.2322288266715
74.2,7.7,557.0,0,557.0,42.39691614356939,56.91069803628038,43.78497560238118
74.2,7.8,563.0,0,563.0,45.827306983553164,24.599260007125423,47.09862069024833
74.2,7.9,569.0,0,569.0,41.49261313373971,49.714046375220136,42.87688598590726
74.3,7.0,519.0,0,519.0,44.934502633758896,80.93428287387023,46.33948976525438
74.3,7.1,525.0,360,885.0,42.49128239359324,47.05379347902748,44.52324756750935
74.3,7.2,531.0,0,531.0,45.181805217722754,94.8977344119596,46.6676461553706
74.3,7.3,537.0,240,777.0,44.9732626145495,84.75006203763417,46.93101286270003
74.3,7.4,543.0,360,903.0,41.040655457943615,33.30392353633942,43.05512115208897
74.3,7.5,550.0,120,670.0,43.8002447710688,39.99621245839378,45.35606295423571
74.3,7.6,556.0,120,676.0,41.76625715307925,42.332672702252715,43.343921177221596
74.3,7.7,562.0,240,802.0,45.764248668182724,62.61794529245147,47.685553782685865
74.3,7.8,568.0,240,808.0,45.793722355743235,28.679572918853978,47.59177398075198
74.3,7.9,574.0,360,934.0,43.30090194121567,96.92491388225086,45.63443493007801
74.4,7.0,523.0,120,643.0,43.444175901480946,60.86842206035009,45.02723292305568
74.4,7.1,529.0,120,649.0,42.6680561667249,39.940165874113355,44.17990016355469
74.4,7.2,535.0,120,655.0,44.94133464428017,64.50098154915673,46.56392190381013
74.4,7.3,542.0,120,662.0,42.972637496645525,39.54050105297077,44.50996616752408
74.4,7.4,548.0,120,668.0,42.472858609874486,81.77956809794189,44.191643548932916
74.4,7.5,554.0,0,554.0,43.3772708272748,56.78409605517213,44.75857387816215
74.4,7.6,560.0,240,800.0,41.503181351131026,4.197050340606701,43.186636219160114
74.4,7.7,566.0,0,566.0,45.10631762554312,17.675686742346073,46.35618703917917
74.4,7.8,573.0,120,693.0,41.069280206994826,86.49939730295347,42.85902779620664
74.4,7.9,579.0,360,939.0,44.54466783836327,56.289982635678996,46.72607776890598
74.5,7.0,527.0,360,887.0,42.005754897151796,95.0343476513905,44.23380895442403
74.5,7.1,533.0,120,653.0,42.27822225417927,7.242231286068479,43.66760784599021
74.5,7.2,539.0,120,659.0,44.49597599252022,29.52606300859739,45.98699691122128
74.5,7.3,546.0,360,906.0,46.46118906180599,19.35433732395726,48.42610641110182
74.5,7.4,552.0,0,552.0,45.27744618989903,55.38402922287362,46.64898230679052
74.5,7.5,558.0,0,558.0,42.24211797722866,38.279283107990935,43.55773510966063
74.5,7.6,564.0,120,684.0,41.96813615272624,15.727353407639322,43.45604556635679
74.5,7.7,570.0,0,570.0,45.764280786472185,64.27519139595469,47.208881552056006
74.5,7.8,577.0,360,937.0,43.443011713568275,53.62983657971865,45.60961439322048
74.5,7.9,583.0,0,583.0,41.75379041555485,27.473625129630097,43.078268249406705
74.6,7.0,531.0,120,651.0,45.74216282827066,47.97713577823778,47.29032137138361
74.6,7.1,537.0,360,897.0,45.48850794102844,74.57383150411894,47.655553267044915
74.6,7.2,544.0,0,544.0,46.4114850014344,20.527167455065854,47.626927004588
74.6,7.3,550.0,240,790.0,46.00359027691976,29.29057467017291,47.766585908933784
74.6,7.4,556.0,360,916.0,45.68484686263298,34.611098709411515,47.73162459080396
74.6,7.5,563.0,360,923.0,41.289159187960514,74.67264372010317,43.51076642950759
74.6,7.6,569.0,240,809.0,41.57428453223965,84.6922599550907,43.598470238726684
74.6,7.7,575.0,240,815.0,44.129407568672676,37.638849644161084,45.97787963391598
74.6,7.8,581.0,360,941.0,43.92313585455001,29.66208618339182,46.00220086595024
74.6,7.9,588.0,240,828.0,43.51879767969245,88.94467583516771,45.59957638303312
74.7,7.0,534.0,120,654.0,43.18234128978021,99.93649321926787,44.94458726265728
74.7,7.1,540.0,120,660.0,43.37165766675381,67.0353639661799,45.014799122618534
74.7,7.2,547.0,120,667.0,44.13113863774137,98.99806149891808,45.91671421707038
74.7,7.3,553.0,360,913.0,41.01142084680045,65.99662778019099,43.17749069125454
74.7,7.4,560.0,240,800.0,42.43389825773069,73.34602720078249,44.393949033200485
74.7,7.5,566.0,240,806.0,43.85053846378791,38.86560015435136,45.68516753107198
74.7,7.6,572.0,0,572.0,44.972188542705055,43.29675469990535,46.33704222817135
74.7,7.7,579.0,0,579.0,41.95786180817468,14.413566398939516,43.22176607377043
74.7,7.8,585.0,240,825.0,44.00784645583088,82.27500147651232,46.05569646173693
74.7,7.9,592.0,240,832.0,44.9295282613718,93.10590308872001,47.035285207060014
74.8,7.0,538.0,240,778.0,43.445452118526475,62.34381336941121,45.31566070533745
74.8,7.1,545.0,360,905.0,41.14894623518528,34.36473084453985,43.171821825230104
74.8,7.2,551.0,240,791.0,43.470974871561005,15.401632537436626,45.18049806837742
74.8,7.3,558.0,0,558.0,42.63044688259284,26.515622970531496,43.89900937447497
74.8,7.4,564.0,360,924.0,46.113072842357305,25.54104208518433,48.14023701069804
74.8,7.5,571.0,240,811.0,41.6853736212308,61.352788416357306,43.62036810822956
74.8,7.6,577.0,0,577.0,44.588617755289775,94.50374653636044,46.168716074768554
74.8,7.7,584.0,360,944.0,41.289958714839756,4.827188695798146,43.275934136289614
74.8,7.8,590.0,240,830.0,43.45393740796983,0.10222995944479951,45.18351299447428
74.8,7.9,597.0,240,837.0,44.046887179710446,60.01819443143256,46.03070995743617
74.9,7.0,542.0,240,782.0,42.638752122242764,28.406046207971524,44.38154297374132
